text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
incorrect order received,logistics,0,0,4,fallback_support,0,3,2
good experience nothing to add,logistics,2,2,4,fallback_support,2,1,0
nothing needs to be changed,logistics,2,2,4,fallback_support,2,1,0
associate demanded extra money rude behaviour,logistics,0,0,3,behaviour,0,3,2
misleading customer unacceptable behaviour,logistics,1,1,3,behaviour,1,0,0
kind of approach behaviour not up mark he should be polite not arrogant even under pressure,logistics,1,1,3,behaviour,2,0,0
delivery contact number required,logistics,1,1,4,support,1,0,0
product quality bad,logistics,0,0,4,fallback_support,0,3,2
good service delivered on time,logistics,2,2,4,fallback_support,2,1,0
nice delivery boy,logistics,2,2,4,fallback_support,2,1,0
trustworthy courier partner always on time,logistics,2,2,4,fallback_support,2,1,0
did not receive parcel at all,logistics,0,0,2,damage_lost,0,4,3
no idea,logistics,1,1,4,fallback_support,1,0,0
delivery timeline unclear no response,logistics,0,0,4,support,0,3,2
deliver all order together instead separately,logistics,1,1,4,fallback_support,1,0,0
very nice good person,logistics,2,2,4,fallback_support,2,1,0
good delivery boy behaviour,logistics,2,2,3,behaviour,2,1,0
very good best service,logistics,2,2,4,fallback_support,2,1,0
impressed,logistics,2,2,4,fallback_support,2,1,0
very nice service keep it up,logistics,2,2,4,fallback_support,2,1,0
fake website wrong product received,logistics,0,0,4,fallback_support,0,3,2
great features compared to other banks,logistics,2,2,4,fallback_support,2,1,0
deliver item promptly after confirmation,logistics,1,1,4,fallback_support,2,0,0
want to return my parcel because it is defective,logistics,0,0,7,refund,0,4,3
not received shipment,logistics,1,1,2,damage_lost,0,0,0
delivery very late shipment not delivered no calls or delivery attempts,logistics,0,0,0,delay,0,3,2
best delivery boy service,logistics,2,2,4,fallback_support,2,1,0
product delivery delayed bad experience,logistics,0,0,0,delay,0,3,2
definitely,logistics,1,1,4,fallback_support,1,0,0
it was good delivery,logistics,2,2,4,fallback_support,2,1,0
didnt receive order,logistics,0,0,4,fallback_support,1,0,1
delivery safe and on time very happy,logistics,2,2,4,fallback_support,2,1,0
exilent,logistics,1,1,4,fallback_support,1,0,0
not delivered on time please share location,logistics,0,0,0,delay,0,3,2
Wodd Service Experience,logistics,1,1,4,fallback_support,1,0,0
fake product scam delivered,logistics,0,0,4,fallback_support,0,4,3
The person who delivered my card was exceptionally calm and patient,logistics,2,2,4,fallback_support,2,1,0
good service happy with delivery,logistics,2,2,4,fallback_support,2,1,0
your executive never deliver parcel my address,logistics,0,0,4,fallback_support,1,0,1
missing product in parcel,logistics,1,0,4,fallback_support,0,0,0
perfect product,logistics,2,2,4,fallback_support,2,1,0
area not serviceable delivery failed,logistics,0,0,0,delay,0,3,2
delivery agent very nice,logistics,2,2,4,fallback_support,2,1,0
scam totally got scammed,logistics,0,0,4,fallback_support,1,4,3
best work by team,logistics,2,2,4,fallback_support,2,1,0
shipment not received yet,logistics,1,1,2,damage_lost,0,0,0
bad way of navigating even talk customer wouldnt recommend it anyone,logistics,0,0,4,fallback_support,0,3,2
delivery agent should not shout customer name publicly,logistics,1,1,4,fallback_support,1,0,0
service best but charges expensive,logistics,1,1,4,fallback_support,1,0,0
delay in delivery,logistics,1,0,0,delay,0,2,2
delivery agent demanded money,logistics,0,0,4,fallback_support,1,0,1
best service ever with good delivery boy,logistics,2,2,4,fallback_support,2,1,0
no response had to go nearby location to collect parcel,logistics,0,0,4,support,0,3,2
did not receive order but status shows delivered,logistics,0,0,2,damage_lost,0,4,3
delivery staff humble and polite,logistics,2,2,4,fallback_support,2,1,0
promised delivery in hours took one day,logistics,0,0,4,fallback_support,1,0,1
"Bad service, delivery delayed",logistics,0,0,0,delay,0,3,2
package not received,logistics,0,0,2,damage_lost,0,4,3
Noo,logistics,1,1,4,fallback_support,1,0,0
delivery not received please verify,logistics,0,0,2,damage_lost,0,4,3
delivery boy rude and unprofessional behaviour,logistics,0,0,3,behaviour,0,3,2
door delivery not done had to visit warehouse,logistics,0,0,4,fallback_support,1,0,1
delivery person threw document without otp,logistics,0,0,4,fallback_support,1,0,1
not responsible,logistics,1,1,4,fallback_support,1,0,0
order deliver on time delivery agent understand instruction deliver right place,logistics,1,1,4,fallback_support,2,0,0
delivery guy polite,logistics,2,2,4,fallback_support,2,1,0
OTP shared but parcel not delivered fraud concern,logistics,0,0,4,fallback_support,0,4,3
delivery agent polite but delayed,logistics,1,0,0,delay,0,2,2
service disaster phone not answered,logistics,1,1,4,fallback_support,1,0,0
did not receive my product,logistics,0,0,2,damage_lost,0,4,3
package broken damaged,logistics,0,0,2,damage_lost,0,4,3
fake delivery nothing delivered,logistics,1,1,4,fallback_support,0,0,0
call before arrival request,logistics,1,1,4,support,1,0,0
parcel arrived one day early,logistics,2,2,4,fallback_support,2,1,0
delivery partner bad not cooperative at all,logistics,0,0,4,fallback_support,0,3,2
timely proper delivery,logistics,2,2,4,fallback_support,2,1,0
ok ok,logistics,1,1,4,fallback_support,1,0,0
havent receive courier,logistics,1,1,4,fallback_support,1,0,0
company track system need take care,logistics,1,1,5,tracking,1,0,1
partial order received,logistics,1,1,4,fallback_support,1,0,0
we use youf exemplary service keep it uo,logistics,1,1,4,fallback_support,1,0,0
courier guy didnt come door insisted pickup outside,logistics,0,0,4,fallback_support,1,0,1
excellent professional timely delivery satisfied,logistics,2,2,4,fallback_support,2,1,0
empty cardboard received,logistics,0,0,4,fallback_support,1,0,1
delivery discarded at wrong doorstep without call,logistics,0,0,4,support,0,3,2
product quality poor want return,logistics,0,0,7,refund,0,4,3
very late delivery service,logistics,0,0,0,delay,0,3,2
delivery executive rude parcel not delivered,logistics,0,0,3,behaviour,0,3,2
please update by call,logistics,1,1,4,support,1,0,0
did not get any delivery,logistics,0,0,4,fallback_support,1,0,1
delivery as promised,logistics,1,1,4,fallback_support,1,0,0
customer feedback account opening delay,logistics,1,0,0,delay,0,2,2
my package not deliver me where my parcel,logistics,0,0,4,fallback_support,1,0,1
not received courier but message shows delivered no call,logistics,1,1,2,damage_lost,0,0,0
great delivery by mr ratan,logistics,2,2,4,fallback_support,2,1,0
parcel deliver but not receive at give address nice communication good,logistics,1,2,4,fallback_support,2,1,0
excellent on time service,logistics,2,2,4,fallback_support,2,1,0
too much time taken,logistics,1,1,4,fallback_support,1,0,0
false reasons for delay repeated bad experience,logistics,0,0,0,delay,0,3,2
supar,logistics,1,1,4,fallback_support,1,0,0
delivered away from home address,logistics,1,1,4,fallback_support,1,0,0
it is perfect,logistics,2,2,4,fallback_support,2,1,0
very bad cloth quality,logistics,0,0,4,fallback_support,0,3,2
shipment delivered to unknown person without contact,logistics,1,1,4,support,1,0,0
v good delivery partner,logistics,2,2,4,fallback_support,2,1,0
worst service parcel kept at hub had to self collect,logistics,0,0,4,fallback_support,0,3,2
worst service product damaged leaked,logistics,0,0,2,damage_lost,0,4,3
missing items in parcel,logistics,1,0,2,damage_lost,0,0,0
no thanks,logistics,1,2,4,fallback_support,2,1,0
quick delivery good service,logistics,2,2,4,fallback_support,2,1,0
very poor irresponsible service,logistics,0,0,4,fallback_support,0,3,2
fake tracking entry by associate,logistics,0,0,5,tracking,0,3,2
package received safely polite delivery person,logistics,2,2,4,fallback_support,2,1,0
delivere experience very bad,logistics,0,0,4,fallback_support,0,3,2
received damaged product,logistics,0,0,2,damage_lost,0,4,3
rare polite and humble people appreciated,logistics,1,1,4,fallback_support,2,0,0
delivery person not well behave,logistics,0,0,4,fallback_support,1,0,1
parcel received safely though delayed acceptable,logistics,2,0,0,delay,0,0,0
excellent delivery,logistics,2,2,4,fallback_support,2,1,0
sahi time pe saman nahi jata hai,logistics,1,1,4,fallback_support,1,0,0
received wrong product please contact scam case,logistics,0,0,4,support,0,4,3
delivery delayed and not received yesterday very disappointed,logistics,0,0,2,damage_lost,0,4,3
insurance death cover suggestion,logistics,1,1,4,fallback_support,1,0,0
ordered something else received different item,logistics,1,1,4,fallback_support,1,0,0
worst service delivery agent did not respond or deliver to home address,logistics,0,0,4,fallback_support,0,3,2
Delivery of Debit Card was atrocious repeated false consignee not available reports and no resolution,logistics,0,0,4,fallback_support,1,0,1
order reached hub delivery agent did not contact rescheduled repeatedly had to collect item,logistics,0,0,3,behaviour,1,0,2
delivery agent behaviour good but very delayed,logistics,1,0,0,delay,0,2,2
item not delivered today,logistics,0,0,4,fallback_support,0,3,2
please return item,logistics,1,1,7,refund,1,0,0
item missing in delivery,logistics,0,0,2,damage_lost,0,4,3
partial order received refund requested,logistics,1,0,7,refund,1,0,0
on time delivery,logistics,1,1,4,fallback_support,2,0,0
parcel returned but credit points reduced,logistics,1,1,7,refund,1,0,0
delivery person polite found new address,logistics,1,1,4,fallback_support,2,0,0
courier not delivered to address,logistics,0,0,4,fallback_support,0,3,2
receive on time but minor request if possible then please share number of delivery person when package out for delivery,logistics,1,1,4,fallback_support,2,0,0
not same as shown in picture,logistics,0,0,4,fallback_support,1,0,1
delivery boy supportive and helpful,logistics,2,2,4,support,2,1,0
delivery misprint address but resolved later,logistics,1,0,0,delay,0,1,1
sender details missing and faulty product delivered,logistics,0,0,4,fallback_support,0,3,2
highly,logistics,1,1,4,fallback_support,1,0,0
quick delivery,logistics,1,1,4,fallback_support,2,0,0
please deliver order on time,logistics,1,1,4,fallback_support,2,0,0
very late delayed delivery,logistics,0,0,0,delay,0,3,2
cheating business dirty torn saree delivered instead of ordered product,logistics,0,0,2,damage_lost,0,4,3
need accurate timely delivery info no fake sms,logistics,1,1,4,fallback_support,0,0,0
consistent delivery delays with vendor,logistics,0,0,0,delay,0,3,2
on time arrival,logistics,1,1,4,fallback_support,2,0,0
nothing improve,logistics,1,1,4,fallback_support,1,0,0
deliver exact original items as advertised,logistics,1,1,4,fallback_support,1,0,0
very very bad service not recommended,logistics,0,0,4,fallback_support,0,3,2
delivery man rude to senior citizen,logistics,0,0,3,behaviour,0,3,2
service great no change needed,logistics,2,2,4,fallback_support,2,1,0
ok delivery,logistics,1,1,4,fallback_support,1,0,0
want to cancel my order due to issue,logistics,0,0,4,fallback_support,0,3,2
delay due to delivery person leave,logistics,1,0,0,delay,0,2,2
good service on time,logistics,2,2,4,fallback_support,2,1,0
vare good keep it up,logistics,2,2,4,fallback_support,2,1,0
welcome kit missing cheque book,logistics,1,0,4,fallback_support,0,0,0
nice good service,logistics,2,2,4,fallback_support,2,1,0
shipment not delivered despite multiple follow ups unacceptable delay,logistics,0,0,0,delay,0,3,2
product superb sound quality,logistics,2,2,4,fallback_support,2,1,0
delay service,logistics,0,0,0,delay,0,3,2
fast service very happy on time delivery,logistics,2,2,4,fallback_support,2,1,0
please deliver product faster,logistics,1,1,4,fallback_support,2,0,0
delivery person calm patient professional,logistics,2,2,4,fallback_support,2,1,0
not delivered on time,logistics,0,0,0,delay,0,3,2
replacement requested product quality not good,logistics,0,0,7,refund,1,1,0
delivery delayed due to lack of delivery staff,logistics,0,0,0,delay,0,3,2
best delivery agent,logistics,2,2,4,fallback_support,2,1,0
delivery man awesome behaviour,logistics,2,2,3,behaviour,2,1,0
deliver on time iam happy,logistics,2,2,4,fallback_support,2,1,0
fake delivery status without calling customer,logistics,0,0,5,tracking,0,3,2
delivery staff rude spoke badly,logistics,0,0,3,behaviour,0,3,2
wrong order delivered,logistics,0,0,4,fallback_support,0,3,2
work seems impossible,logistics,1,1,4,fallback_support,1,0,0
need better communication,logistics,1,1,4,fallback_support,1,0,0
rude behaviour towards family member,logistics,0,0,3,behaviour,0,3,2
best of friend bobby good service,logistics,2,2,4,fallback_support,2,1,0
return product poor quality,logistics,0,0,7,refund,0,4,3
avoid fraud check before delivery,logistics,1,1,4,fallback_support,1,4,3
return requested wrong item delivered,logistics,1,0,7,refund,0,0,0
return requested without reason,logistics,1,1,7,refund,1,0,0
receive courier on scheduled time thank you,logistics,2,2,4,fallback_support,2,1,0
smooth on time polite delivery,logistics,2,2,4,fallback_support,2,1,0
keep going,logistics,1,1,4,fallback_support,1,0,0
delivery man should call before coming,logistics,1,1,4,support,1,0,0
parcel marked delivered but not received,logistics,1,1,2,damage_lost,0,0,0
parcel delivered to unknown location,logistics,0,0,4,fallback_support,1,0,1
best service very good hospitality,logistics,2,2,4,fallback_support,2,1,0
charged different COD for same place unfair practice,logistics,0,0,6,pricing,1,0,0
