text,industry,sentiment,customer_intent,primary_aspect,aspect_sentiment,emotion,priority
delivery boy behaviour not good,logistics,0,1,4,2,1,1
package damaged despite fragile sticker,logistics,1,1,2,0,4,3
delivery agent did not come for delivery,logistics,1,5,4,1,0,0
swift delivery,logistics,1,5,4,1,0,0
open package delivery would good,logistics,1,2,4,2,1,0
last time had a bad experience,logistics,0,1,4,0,4,2
it day late from estimate delivery,logistics,1,0,0,0,0,1
positive experience respectful delivery boy,logistics,2,2,4,2,1,0
delivery person reached my home and delivered successfully very good service,logistics,2,2,4,2,1,0
food,logistics,1,5,4,1,0,0
product not received yet,logistics,1,5,2,0,0,0
delivery person didnt visit house forced outlet pickup,logistics,1,5,4,1,0,0
hamara company hai ki bar paisa liya jata hai,logistics,1,5,4,1,0,0
out for delivery in morning received after evening,logistics,1,5,4,1,0,0
no requirement excellent service,logistics,2,2,4,2,1,0
delivery boy poor behaviour,logistics,0,1,4,0,4,2
very good experience,logistics,2,2,4,2,1,0
Reduce atiny Amount of ROI,logistics,1,5,4,1,0,0
return requested wrong product delivered,logistics,1,5,4,0,0,0
tampered packaging wrong item and unreachable contact numbers,logistics,0,1,2,0,5,3
want cancel order,logistics,1,5,4,1,0,0
staff very helpful,logistics,2,2,4,2,1,0
reduce delivery charge request,logistics,1,5,4,1,0,0
very good service appreciate thanks,logistics,2,2,4,2,1,0
well service but nothing special,logistics,1,5,4,1,0,0
parcel not received without handover,logistics,0,1,2,0,5,3
delivery not attempted had to go office,logistics,0,1,0,0,4,2
fail deliver parcel irresponsible had to reach depo,logistics,0,1,4,1,0,1
delivery not attempted had to collect from office staff rude,logistics,0,1,0,0,4,2
impressed,logistics,1,6,4,1,0,0
great delivery representative,logistics,2,2,4,2,1,0
disappointedworst servicewouldnt recommend anyone n if someone tell or ask use bluedart surely make assure that he also doesnt use bluedart courier in his whole life,logistics,0,1,4,0,4,2
delivery executive insisted customer come downstairs refused doorstep delivery,logistics,0,1,4,1,0,1
parcel delivery week late,logistics,1,0,0,0,0,1
very fast on time delivery,logistics,2,2,4,2,1,0
jst leave it in door,logistics,1,5,4,1,0,0
it take more than minute after approval of entry campus deliver package package deliver with out collect otp otp send me after delivery of package,logistics,1,5,4,1,0,0
improve delivery timing,logistics,1,5,4,1,0,0
well,logistics,1,5,4,1,0,0
khagaul centre deliberately dont deliver prepaid material false customer not available remark,logistics,0,1,4,1,0,1
worst experience extremely poor service shipment not delivered on time no support forced to collect from far location,logistics,0,0,0,0,4,2
parcel deliver wrong address in building,logistics,0,1,1,0,4,2
not deliver,logistics,0,1,4,1,0,1
avoid bluedart poor service experience,logistics,0,1,4,0,4,2
broken bottle received,logistics,1,1,2,0,2,0
delivery agent marked self delivered,logistics,1,5,4,1,0,0
parcel delivered to someone else,logistics,1,5,4,1,0,0
order marked delivered but partially missing,logistics,0,1,4,0,4,2
wrong package received from seller,logistics,0,1,4,0,4,2
since you already customer connect ensure notify him on wa or through call so that he she would availablegood receive my both courier today itself,logistics,0,1,4,2,1,1
nice product very good,logistics,2,2,4,2,1,0
product damage packing open item total damaged,logistics,1,1,2,0,4,3
polite interaction,logistics,1,5,4,2,0,0
fake fraud platform allowed wrong product delivery,logistics,0,1,4,0,5,3
goob,logistics,1,5,4,1,0,0
welcome kit delivery delayed over a week disappointing,logistics,0,0,0,0,4,2
charges high,logistics,1,5,4,1,0,0
delivery rider unresponsive,logistics,0,1,4,1,0,1
delivery boy provided excellent service,logistics,2,2,4,2,1,0
delivery delayed,logistics,1,0,0,0,3,2
delivery boy rude but at least delivered order,logistics,1,1,3,0,4,2
status shows delivered but not received,logistics,0,1,2,0,5,3
sumeran attitude always help company,logistics,1,5,4,1,0,0
very satisfied,logistics,2,2,4,2,1,0
it is excellent service,logistics,2,2,4,2,1,0
your service excellent,logistics,2,2,4,2,1,0
top notch delivery overall,logistics,1,5,4,1,0,0
delivery confirmation sms without delivery,logistics,1,5,4,1,5,3
order one but he deliver two,logistics,1,5,4,1,0,0
delivery failed after multiple attempts poor support,logistics,0,1,4,0,4,2
parcel received but not handed properly,logistics,1,5,4,1,0,0
wrong product delivered by vendor,logistics,0,1,4,0,4,2
order delivered before expected date,logistics,1,5,4,1,0,0
person who come for delivery helpful,logistics,2,2,4,2,1,0
forced self pickup very bad service,logistics,0,1,4,0,4,2
0,logistics,1,5,4,1,0,0
timely delivery not done across regions,logistics,1,2,4,2,0,0
go get parcel they didnt deliver,logistics,1,5,4,1,0,0
full payment received mattress delivered after one week,logistics,0,1,4,1,0,1
delivery service very poor,logistics,0,1,4,0,4,2
delivery person impolite refused doorstep delivery repeatedly,logistics,0,1,4,2,0,1
bank staff behaviour very good,logistics,2,2,4,2,1,0
need return product,logistics,1,5,4,1,0,0
all good,logistics,1,2,4,2,1,0
kit not received,logistics,0,1,2,0,5,3
very bad delivery boy not attend call,logistics,0,1,4,0,4,2
my shipment not deliver,logistics,0,1,4,1,0,1
please keep promises,logistics,1,5,4,1,0,0
good service delivery executive polite humble,logistics,2,2,4,2,1,0
package delivery confusion recipient mismatch,logistics,1,5,4,1,0,0
parcel not delivered after otp verification,logistics,0,0,4,0,4,2
courier marked delivered without call or visit,logistics,0,1,4,1,0,1
ok service,logistics,1,5,4,1,2,0
package attempt failed due to meeting rider marked consignee not found,logistics,1,5,4,1,0,0
still not delivered,logistics,0,0,4,0,4,2
name mismatch no confirmation or call received,logistics,1,5,4,1,5,3
need more branches suggestion,logistics,1,5,4,1,0,0
order handed to unknown person without call,logistics,0,1,4,1,0,1
pathetic service false updates,logistics,0,1,4,1,0,1
need more nearby branches,logistics,1,5,4,1,0,0
package leaking inside,logistics,0,1,4,1,0,1
even after giving rating process is cumbersome no punctuality or sense of time,logistics,0,1,4,1,0,1
delivery not on my address very bad experience,logistics,0,1,4,0,4,2
damaged product not returnable disappointed,logistics,0,1,2,0,5,3
thanks for quick delivery,logistics,2,2,4,2,1,0
delivery service fast and nice,logistics,2,2,4,2,1,0
on time delivery good,logistics,2,2,4,2,1,0
love it,logistics,2,2,4,2,1,0
call me for details,logistics,1,5,4,1,2,0
you are already great,logistics,2,2,4,2,1,0
delivery person didnt call shows wrong address,logistics,0,1,1,0,4,2
order marked delivered without attempt,logistics,0,1,4,1,0,1
good delivery person,logistics,2,2,4,2,1,0
fraud no shipment delivered,logistics,0,1,4,1,5,3
back side middle edge broken,logistics,1,1,2,0,2,0
delivery of shipment party via otp safe secure welcome it happy too please do it for all consignment yhby do this consignment neither get lose or misplace or deliver unknown person which generally do by mischievous delivery person,logistics,1,3,5,1,1,1
information message,logistics,1,5,4,1,2,0
update status truthfully,logistics,1,3,4,1,2,0
call before delivery or allow time slot,logistics,1,5,4,1,0,0
want refund,logistics,1,1,7,1,0,0
too late service for urgent parcel,logistics,1,0,0,0,0,1
appreciate delivery partner dedication,logistics,2,2,4,2,1,0
fast delivery well handled package,logistics,2,2,4,2,1,0
why delivery always afternoon and why otp needed every time,logistics,1,3,4,1,0,0
reach final round,logistics,1,5,4,1,0,0
delivery promised monday came thursday very disappointed,logistics,0,1,4,1,0,1
polite behaviour timely delivery item with not any disturbance,logistics,2,2,4,2,1,0
could be faster,logistics,1,5,4,2,0,0
executive humble polite well mannered,logistics,2,2,4,2,1,0
nothing,logistics,1,5,4,1,0,0
fast delivery,logistics,1,2,4,2,0,0
marked consignee not available falsely,logistics,0,1,4,1,0,1
unsecured delivery without OTP verification,logistics,0,1,4,1,0,1
no call received for delivery,logistics,1,5,3,1,0,0
courier fraud paid order scam,logistics,1,1,4,1,5,3
delivery boy very polite and helpful,logistics,2,2,4,2,1,0
very fast service,logistics,2,2,4,2,1,0
repeatedly had to collect parcel from hub,logistics,0,1,4,1,0,1
not good product,logistics,0,1,4,2,1,1
excellent work by staff,logistics,2,2,4,2,1,0
shipment supposed to be delivered earlier but fake delivery attempt message shown,logistics,0,1,4,0,4,2
do not get any parcel no call for delivery,logistics,0,1,3,1,0,2
delivery staff rude behaviour,logistics,0,1,3,0,4,2
delivery boy polite good,logistics,1,2,4,2,1,0
bad service never seen before,logistics,0,1,4,0,4,2
delivery executive hand over hdfc kit to unknown maid,logistics,1,5,4,1,0,0
delivery date not met,logistics,1,5,4,1,0,0
it not delivered yet but status marked delivered without passcode,logistics,0,0,4,0,4,2
product not received and no call,logistics,0,1,2,0,5,3
disciplined delivery,logistics,2,2,4,2,1,0
fake retailer report on website,logistics,0,1,4,0,4,2
satisfactory,logistics,2,2,4,2,1,0
leave parcel with security without informing,logistics,1,5,4,1,0,0
abusive language,logistics,1,5,4,1,0,0
delivery done on time,logistics,2,2,4,2,1,0
delivery executive showed great respect,logistics,2,3,4,2,1,0
outstanding,logistics,1,5,4,1,0,0
asked to collect parcel downstairs instead of doorstep delivery,logistics,1,5,4,1,0,0
delivery agent deserves appreciation token,logistics,2,2,4,2,1,0
bad experience on this order for past day not get not correct response,logistics,0,1,4,0,4,2
delivery completed smoothly and on time,logistics,2,2,4,2,1,0
delivery faster than expectation,logistics,2,2,4,2,1,0
very good service overall,logistics,2,2,4,2,1,0
shipping on time but parcel stuck at hub,logistics,1,2,4,0,0,0
delivery person availability issue,logistics,1,1,4,0,0,0
order cancelled request,logistics,0,1,4,1,0,1
bad product,logistics,0,1,4,0,4,2
delivery guidance good behaviour,logistics,1,2,4,2,1,0
good satisfied,logistics,2,2,4,2,1,0
item not received only papers,logistics,1,5,2,0,0,0
no call no update long wait cancel if not delivered,logistics,1,0,5,0,3,2
delivery delayed by one day,logistics,0,0,0,0,4,2
order delivered on promised time,logistics,2,2,4,2,1,0
order not delivered payment done still waiting,logistics,0,0,0,0,4,2
shipment damaged and delivery status updated incorrectly multiple times,logistics,0,1,2,0,5,3
delivery boy rude with family,logistics,0,1,3,0,4,2
refund requested for poor quality product,logistics,0,1,7,0,5,3
credit card delivery delayed despite location clarification,logistics,1,0,0,0,3,2
delivery not done,logistics,0,1,4,1,0,1
delivery boy should attempt second call,logistics,0,1,4,1,0,1
order very late,logistics,0,0,0,0,4,2
false delivery status repeatedly updated,logistics,0,1,4,1,2,1
received empty box with paper inside product missing,logistics,0,1,2,0,5,3
delivery person spoke angrily and insulted woman at my house,logistics,0,1,4,1,2,1
return requested product not working,logistics,0,1,4,1,0,1
delivery team reported wrong house number without calling,logistics,0,1,4,0,4,2
really good,logistics,2,2,4,2,1,0
reduce price no delivery charge suggestion,logistics,1,0,4,1,0,0
on time prompt delivery,logistics,1,2,4,2,0,0
Online system is excellent mobile app is very user friendly,logistics,2,2,4,2,1,0
good service overall,logistics,2,2,4,2,1,0
delivery staff misbehaved during document delivery,logistics,0,1,3,1,0,2
fake item bring,logistics,1,5,4,0,0,0
fraud website low quality no refund,logistics,0,1,7,0,5,3
delivery agent kind and ensured reattempt successful delivery,logistics,2,2,4,2,1,0
very poor service medicine delivery delayed,logistics,0,0,0,0,4,2
not receive any product,logistics,1,5,4,1,0,0
Paes only pass,logistics,1,5,4,1,0,0
good time bound service,logistics,2,2,4,2,1,0
cancel order,logistics,0,1,4,1,0,1
very particular service,logistics,1,5,4,1,0,0
delivery time mismatch reschedule issue,logistics,0,1,4,0,4,2
delivery boy decent on time but contact number needed,logistics,1,2,4,2,0,0
bad quality product received,logistics,0,1,4,0,4,2
great job delivery team,logistics,2,2,4,2,1,0
try give whatsapp update,logistics,1,3,4,1,0,0
username change suggestion for security,logistics,1,5,4,1,0,0
fake product delivered,logistics,0,1,4,0,4,2
delivery boy argued and behaved badly,logistics,0,1,3,0,4,2
no call had to go office,logistics,0,1,3,1,0,2
complete satisfaction with recent delivery handle by blue dart,logistics,2,2,4,2,1,0
product information missing no contact number,logistics,1,1,4,0,2,0
delivery partner always gives excuse,logistics,0,1,4,1,0,1
very nice delivery service,logistics,2,2,4,2,1,0
baat karne ki tameez nahi very poor,logistics,0,1,4,0,4,2
delivery without trouble,logistics,2,2,4,2,1,0
delivery person humble polite professional,logistics,2,2,4,2,1,0
didnt receive parcel but marked delivered,logistics,0,1,4,1,0,1
super service no problem,logistics,2,1,4,0,0,0
superfast delivery,logistics,2,2,4,2,1,0
fake parcel delivered fraud reported,logistics,0,1,4,0,5,3
reduce otp dependency,logistics,1,5,4,1,0,0
consignment marked consignee unavailable without visit had to self collect,logistics,0,1,5,1,0,0
delivery boy rude and unprofessional,logistics,0,1,3,0,4,2
my package supposed to be delivered previous day but delay created serious issue,logistics,0,0,0,0,4,2
wrong product received,logistics,0,1,4,0,4,2
very poor,logistics,0,1,4,0,4,2
unable to get local language support customer care,logistics,0,1,4,1,0,1
although location far from delivery point,logistics,1,5,4,1,0,0
delivery,logistics,1,5,4,1,0,0
no customer care support,logistics,0,1,4,1,0,1
order damaged please return,logistics,0,1,2,0,5,3
order not delivered on scheduled date,logistics,0,0,4,0,4,2
IDFC bank achhi bank hai,logistics,1,5,4,1,0,0
excellent work by nikhil,logistics,2,2,4,2,1,0
parcel delivered to apartment security without consent unacceptable,logistics,1,5,4,1,4,2
agent delivered product without my consent,logistics,0,1,4,1,0,1
excellent delivery behaviour polite staff,logistics,2,2,4,2,1,0
no call received but message shows delivered,logistics,0,1,3,1,0,2
delivery service terrible despite correct address,logistics,0,1,4,1,0,1
called to collect parcel delivery boy absent,logistics,1,5,4,1,0,0
colour different,logistics,1,5,4,1,0,0
very polite behaviour of delivery man,logistics,1,5,4,2,0,0
goo d,logistics,1,5,4,1,0,0
please tell me whom my parcel was delivered to,logistics,1,5,4,1,0,0
fantastic delivery very fast delivery,logistics,2,2,4,2,1,0
leave packet outside security concern,logistics,1,5,4,1,3,1
shipment called to alternate place for delivery,logistics,1,5,4,1,0,0
delivery guy was very rude,logistics,0,1,3,0,4,2
important document security measures need improvement,logistics,1,5,4,1,0,0
not good not bad,logistics,1,2,4,0,1,0
courier delivered without handover to me,logistics,0,1,4,1,0,1
no call received parcel not delivered,logistics,1,0,3,0,0,0
