text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
Well behaviour....nd on exact time... impressed ???,2,2,3,behaviour,2
At time. Best staff,2,2,4,fallback_support,2
Different product delivered ..and now there is no option of returning,0,0,7,refund,0
The sender is absolutely a fake entity and the shipping label doesn?t have the sender? address,0,0,4,fallback_support,0
Blue dart delivery staff very hard working excellent ? job,2,2,4,fallback_support,2
Everything is excellent ??,2,2,4,fallback_support,2
Whenever I am getting parcel from blue dart it is getting delivered 1 day prior to delivery date,2,2,4,fallback_support,2
Service is excellent ?????,2,2,4,fallback_support,2
Good behaviour office worker,2,2,3,behaviour,2
It's a wrong items I want to return it please. I asked for Oppo F27 and Samsung F34 5G phone cover,0,0,7,refund,0
If timings of delivery could also be told in advance it would be best,1,1,4,fallback_support,1
Maintain the service as it is at present.. good prompt service,2,2,4,fallback_support,2
Delivery service is best .,2,2,4,fallback_support,2
Very Fast Service and Nice Delivery Boy,2,2,4,fallback_support,2
All great - very professional and polite person,2,2,4,fallback_support,2
Nice and fast and service,2,2,4,fallback_support,2
Thank you bro very ?,2,2,4,fallback_support,2
Best delivery person Very polite and always on time,2,2,4,fallback_support,2
On time despite heavy rains!,2,2,4,fallback_support,2
Good going & keep it up,2,2,4,fallback_support,2
The delivery guy is polite and respectful and know the exact location thank you,2,2,4,fallback_support,2
You have a good service facility.,2,2,4,fallback_support,2
I need one item please send more Verity's item on my what's up account number,1,1,4,fallback_support,1
Too fast delivery service and agents are well polite.,2,2,4,fallback_support,2
Poor delivery experience. Better teach ur delivery person some good way to talk,0,0,4,fallback_support,0
SARVAN soni nahi he Saransh soni,1,1,4,fallback_support,1
The parcel isnt delivered but I got the msg that it has been delivered will escalate & complaint about it further,0,0,0,delay,0
Professional services.... Thank u,2,2,4,fallback_support,2
Too delayed delivery,0,0,0,delay,0
Be very friendly,1,1,4,fallback_support,1
Wrost serives from Blue dart. I got my shipment 2 days late after . I went blue dart office and collect my shipment after waiting of 15 minutes.And amazing thing is that my address is only 4 km away from blue dart dispatch office.,0,0,0,delay,0
It would be better if you deliver bit earlier like before 9 pm atleast.,1,1,4,fallback_support,1
Lately Order delivered,1,0,0,delay,0
Very excellent service. Keep it  up further,2,2,4,fallback_support,2
Bewkuf bana diya,0,0,4,fallback_support,1
Very good Sirvice,2,2,4,fallback_support,2
PROMPT SERVICE. PRODUCT REACHED BEFORE TIME.. NO PHONE CALLSEXCELLENT SERVICE BY COURRIER BOY.,2,2,4,support,2
Thank you so much for kotak Mahindra Bank servic,2,2,4,fallback_support,2
I received the package in sealed condition.,2,2,4,fallback_support,2
The service was very good. The lady I talked with was very respectful and comfortable so sweet of her a big than you to her love it,2,2,4,fallback_support,2
Most likely will recommend,2,2,4,fallback_support,2
When parcel is reqched destin and out for delivery assign a good person who know minimum to contact with customer,1,2,4,support,2
You were excellent.,2,2,4,fallback_support,2
Excellent service and on time delivery as always. Keep it up guys! You're on the way to becoming a class leader.,2,2,4,fallback_support,2
On time delivery in rainy season,2,2,4,fallback_support,2
Delivery staff behaviour is politely,2,2,3,behaviour,2
V. V goo,2,2,4,fallback_support,2
my sbi cradit card retun without my indformation why,0,0,4,fallback_support,1
Excellent nature fast service it?s a good guy,2,2,4,fallback_support,2
Good service as well as good behaviour of delivery staff.,2,2,3,behaviour,2
Frod company,0,0,4,fallback_support,1
Extent job blue dart osem,2,2,4,fallback_support,2
It's already promt and timely delivered service,2,2,4,fallback_support,2
Fast and Prompt,2,2,4,fallback_support,2
Speed and trustworthy,2,2,4,fallback_support,2
I have not get my delivery,0,0,4,fallback_support,1
I don?t like to take delivery at 10 pm,1,1,4,fallback_support,1
Thanks for quick delivery...,2,2,4,fallback_support,2
TyhsGsd,1,1,4,fallback_support,1
Executive location awareness is very impressive. Politeness and handling of item is good.,2,2,4,fallback_support,2
Good delivery but late delivery,1,0,0,delay,0
It's absolutely a smooth interaction...I am happy,2,2,4,fallback_support,2
Very very beautiful,2,2,4,fallback_support,2
Delivery agent was so rude and ill mannered...he threw my package and misbehaved with me.,0,0,3,behaviour,0
You are doing excellent work...,2,2,4,fallback_support,2
Service very good thanks blue dart,2,2,4,fallback_support,2
We inform you ahead of time that we are coming and will deliver your order within that time,1,1,4,fallback_support,1
Very nice delivery minimum call polite and professional person,2,2,4,support,2
Ok courier man,1,1,4,fallback_support,1
Jvicig,1,1,4,fallback_support,1
Excellent service and courier guy was also polite and responsive.,2,2,4,fallback_support,2
I have always found the service to be very good. The delivery staff are excellent and very courteous,2,2,4,fallback_support,2
Fast and on time delivery..,2,2,4,fallback_support,2
You are giving very good service,2,2,4,fallback_support,2
Very & Best Service,2,2,4,fallback_support,2
Happy to have received my product ?,2,2,4,fallback_support,2
Fast delivery with product,2,2,4,fallback_support,2
In time delivering,2,2,4,fallback_support,2
Super ??? nice safe delivery for delivery boy 10?,2,2,4,fallback_support,2
Delivery person was good and serve in good manner.,2,2,4,fallback_support,2
U r product was very cheap I don't like it and it is very low quality,0,0,4,fallback_support,1
I received wrong parcel and got scam,0,0,4,fallback_support,0
Friendly service and in time,2,2,4,fallback_support,2
I like the product than you,2,2,4,fallback_support,2
Delievery was smooth and delivery guy was very kind and helpful. On time delivery.,2,2,4,fallback_support,2
Good service blue dart express,2,2,4,fallback_support,2
Early delivery and delivery boy behaviour is very good ?,2,2,3,behaviour,2
Delay from date and delivery time,0,0,0,delay,0
Delivery happened on time,2,2,4,fallback_support,2
Very slow service not on time delivery,0,0,0,delay,0
Delivery boy not responsibility so late Mera residency close hai bol ke cal return Chala Gaya call bhi nhi Kiya kal aur Aaj sham ko lekar aaya to mujhe bolate ho ki niche lene ke liye Ajaaiye,0,0,0,delay,0
worst scam products delivering people i received used torn clothes delivered by these people worst dont trust,0,0,2,damage_lost,0
All over its a great experience,2,2,4,fallback_support,2
Always pretend the person who is going to receive parcel us un available. And most time they are not contect the person and thins are returned back.,0,0,7,refund,0
Your service is very good and efficient.,2,2,4,fallback_support,2
Very good quality ??????,2,2,4,fallback_support,2
Timely delivery good thanks blue dart,2,2,4,fallback_support,2
Excellent so happy and will continue to deal with you,2,2,4,fallback_support,2
Softly nature by delivery boy,2,2,4,fallback_support,2
Fast speedy delivery. Polite as well.,2,2,4,fallback_support,2
Bluedart staff called me around 11:30 and informed me that the courier has to pick up before 6pm today . Informed her will come tomorrow and collect but she said it has to collect by today itself,1,1,4,support,1
Hardworker excellent keep up the good work,2,2,4,fallback_support,2
Wrong product received at the time of delivery,0,0,4,fallback_support,0
Very polite nice person with speed delivery,2,2,4,fallback_support,2
Satisfactorily delivered,2,2,4,fallback_support,2
He was very gentle I appreciate the effort,2,2,4,fallback_support,2
Ontime delivery with tracking facilities.,2,2,5,tracking,1
Good service and delivery Boy ??,2,2,4,fallback_support,2
You yery fine service,2,2,4,fallback_support,2
As usual service is satisfactory.,1,1,4,fallback_support,1
The delivery  executive  was polite and waited for me to collect the parcel.,2,2,4,fallback_support,2
The personel is very good and cooperative,2,2,4,fallback_support,2
nice service.. on time and good behaviour,2,2,3,behaviour,2
Your services is best ?.,2,2,4,fallback_support,2
Live tracking helpful,2,2,5,tracking,1
great work - speed,2,2,4,fallback_support,2
Thank you so much nice packing and very fast delivery ? thank you ?,2,2,4,fallback_support,2
Plz provide buisness number to agents,1,1,4,fallback_support,1
I have not recieve my parcel,0,0,4,fallback_support,1
This service is such that this man called me to his house and gave me a parcel,1,1,4,support,1
If provide perior information for delivery it will be good,1,2,4,fallback_support,2
Mujhe service pasand hai,2,2,4,fallback_support,2
Delivery uncle talk calmy,2,2,4,fallback_support,2
Good Service as well good person when call for address confirm,2,2,4,support,2
Nice immediately coordinate and delivered to right place,2,2,4,fallback_support,2
It took a lot of time for me to reach my delivery. My package delevery postponed 2 to 3 times. The one who should have the first preference for delivery to deliver at right time,0,0,0,delay,0
I happy to receive the medical,2,2,4,fallback_support,2
Good service & courier person,2,2,4,fallback_support,2
Great representative.,2,2,4,fallback_support,2
Delivery was 3 days late Poor service Poor staff,0,0,0,delay,0
I am extremely disappointed with Blue Dart?s delivery service. My package was supposed to be delivered to my address,0,0,4,fallback_support,1
I dont know what i received.. Actually i didnot received any thing from blue dart,0,0,2,damage_lost,0
I am greatly impressed by the service.,2,2,4,fallback_support,2
Very poor service Delivery boy don't call me for delivery very poor service by self i have visited the office and pickup the goods very bad,0,0,4,support,0
Khudos,1,1,4,fallback_support,1
Service of ur agent is excellent,2,2,4,fallback_support,2
If your Company is incapable to deliver courier in Village Bhagokawan,0,0,4,fallback_support,1
Delivery boy behaviour is so good.....nice mind-blowing service,2,2,3,behaviour,2
Very quick & reliable. Great delivery associate.,2,2,4,fallback_support,2
It was good delivered,2,2,4,fallback_support,2
Services were on point,2,2,4,fallback_support,2
I liked the speed of delivery,2,2,4,fallback_support,2
He was polite and minimal calling were done by him.,2,2,4,support,2
It was all goood,2,2,4,fallback_support,2
Try delivering in time,0,0,4,fallback_support,1
Hhno,1,1,4,fallback_support,1
Clean packing,2,2,4,fallback_support,2
Delivery boy is a sweet boy,2,2,4,fallback_support,2
nice service ?,2,2,4,fallback_support,2
Fast service by delivery boy,2,2,4,fallback_support,2
Good cordial service. In spite of technical difficulties,2,2,4,fallback_support,2
Packing Damage,0,0,2,damage_lost,0
Thanks good,2,2,4,fallback_support,2
All products are safe and secure and fast service,2,2,4,fallback_support,2
Ip?,1,1,4,fallback_support,1
Good service by delivery boy sarfaz,2,2,4,fallback_support,2
Be sincere.,1,1,4,fallback_support,1
Timings best,2,2,4,fallback_support,2
