text,sentiment,customer_intent,primary_aspect,aspect_flag
Morning contact ask delivery time,1,1,4,support
Best thanful friend ?,2,2,4,fallback_support
on the time delivery,2,2,4,fallback_support
Time to deliver my product,1,1,4,fallback_support
good by nature and fast in delivering,2,2,4,fallback_support
Nice ap ha,1,2,4,fallback_support
in this price the quality is very bad,0,0,4,fallback_support
Goodinformation,2,2,4,fallback_support
Every time whenever I ordered my order from amezon every time it's delivered with open product not give packing product my location pincode is 391165 please tack action,0,0,4,fallback_support
Diliver Ontime nice ???.,2,2,4,fallback_support
delayed by three days,0,0,0,delay
Fraud items send me,0,0,4,fallback_support
Its good and very comfortable also,2,2,4,fallback_support
Nice Sirvice,2,2,4,fallback_support
Kya ye log nhi manege ya FIR fill kru inke naam se kb tk frzi courier krte rhouge ye Mera parcel nhi h yr smja kro,0,0,4,fallback_support
Still not received the courier,0,0,2,damage_lost
All good. Delivery person is very polite and kind.,2,2,4,fallback_support
Hassle free deliveryGood behavior of logistic member,2,2,4,fallback_support
One of the best courier service but only problem is that the product is lately shipped,1,0,0,delay
he delivered fast.,2,2,4,fallback_support
Perfect nice and timely delivered,2,2,4,fallback_support
Adar product,1,1,4,fallback_support
Very good Delivery I'm impressed thank you for fast delivered my order,2,2,4,fallback_support
The executive was really good thankyou,2,2,4,fallback_support
Man,1,1,4,fallback_support
THANKS A LOT..,2,2,4,fallback_support
Every time my order which has been given to bluedart it is delivered late...was supposed to arrive on 23may but received on 27th may...... unable to contact blue back..... please check,0,0,0,delay
No comments u r always the best,2,2,4,fallback_support
It is o. K,1,1,4,fallback_support
Decent service guy,2,2,4,fallback_support
Your service is good tnq time to time delivery,2,2,4,fallback_support
Polite behaviour of delivery personU guys r doing great job,2,2,4,fallback_support
It?s chocolate and it?s totally melted,0,0,0,delay
worst dilivery partners and worst service,0,0,4,fallback_support
SHOULD BE IMPROVE,1,1,4,fallback_support
I had exchanged a shirt with snitch..your delivery boy called me..I want your return..I asked if you are blue-dirt..he said no I am from Flipkart..so I said there is no return from Flipkart...and got my order-4711762 cancelled. Now we will see what you do.,0,0,4,support
Awesome delivery services provide by Blue Dart,2,2,4,fallback_support
Bzbs,1,1,4,fallback_support
Nothing to say excellent,2,2,4,fallback_support
I loved the service and polite courier man,2,2,4,fallback_support
Where is my other order which was supposed to be delivered today,0,0,4,fallback_support
Experience was good with Blue Dart and delivery too,2,2,4,fallback_support
Gentle & awesome,2,2,4,fallback_support
Very good behaviour. Good luck,2,2,4,fallback_support
On time delivery and professional delivery agent.,2,2,4,fallback_support
Well organised in service,2,2,4,fallback_support
Happy with delivery..,2,2,4,fallback_support
Service is very good I dont have more to add,2,2,4,fallback_support
Atulya,1,1,4,fallback_support
Order is sitting like ducks in your blue dart office from 7 days...You not eevn get 1 star for this order...Please choose your delivery partners wisely...They dnt give Ckuf to customers...,0,0,4,fallback_support
Ok ass,1,1,4,fallback_support
There was no call from the courier boy and the courier was delayed for 2 days. I had to go to the office myself to pick up the courier.,0,0,0,delay
One of the best service provider,2,2,4,fallback_support
Better indication of approx time of arrival,1,1,4,fallback_support
Nice job ... keep it up,2,2,4,fallback_support
Amazing very nice,2,2,4,fallback_support
Kindly update the tracking status correctly. When Out for delivery it would be better if the contact details for delivery person are provided to customer so that we can atleast contact and confirm related to the delivery.,1,0,0,delay
The delivery guy insisted that I have to pay for the shipment,0,0,4,fallback_support
I have received best service,2,2,4,fallback_support
????? ??????? ?? ?? ????? ???,1,1,4,fallback_support
Better service I m happy your delivery agent,2,2,4,fallback_support
Very Fast Prompt Service,2,2,4,fallback_support
As shipment not received,0,0,2,damage_lost
Agent not wait for 10 min,0,0,4,fallback_support
All Better courier service,2,2,4,fallback_support
The person who did the delivery was well groomed and polite .,2,2,4,fallback_support
My order shows out for delivery for 2 days .no call no update.after checking in the portal it shows restriction area then I called the agent bcoz I have his number before he received and said it will be delivered by tomorrow I have your parcel with me. we are ordering something important to us and they put our parcel and delivered us as their own convience. And parcel was open partially,0,0,5,tracking
Very unprofessional service.,0,0,3,behaviour
Good delivery person. Information was in time.,2,2,4,fallback_support
Keep it Up..,2,2,4,fallback_support
I waited too for product which they were keep delaying it,0,0,0,delay
M jvicivih,1,1,4,fallback_support
MANOJ,1,1,4,fallback_support
The business is done with fraud stop doing business with them I ordered a mouse and was given a small cup of 5 rs,0,0,4,fallback_support
This delivery person was par excellence,2,2,4,fallback_support
Amazing delivery executive. Deserves a raise,2,2,4,fallback_support
Anytime with this delivery guy,2,2,4,fallback_support
Material and quality is very poor,0,0,4,fallback_support
Appreciated speed and therefore recommend Blue dart services,2,2,4,fallback_support
Please update the delivered status on the Titan website,1,1,4,fallback_support
Just keep it up like that.,2,2,4,fallback_support
Thanks to the Delivery boy Ahmed for reaching my home without any calling and directly handing over the parcel. He is very good delivery agent,2,2,4,support
Always pretend the person who is going to receive parcel is unavailable and most times they do not contact,0,0,4,support
Timely delivery and amiable delivery agent.,2,2,4,fallback_support
One day before notification of arrival time,1,1,4,fallback_support
Jisne deliver Kiya bahut hi siber banda hai. bahut hi smooth experience,2,2,4,fallback_support
Not delivered to the address.,0,0,4,fallback_support
Naaaaaa na,1,1,4,fallback_support
Your services are very prompt and quite reasonably good keep it up,2,2,4,fallback_support
Smooth and Nice delivery person Talk very politely Very good service,2,2,4,fallback_support
Mera comment delivery detected piece I will show the picture on product,0,0,4,fallback_support
Nothing much to tell ! ..But I will say that u serve your customer very beautifully with the assurance of product Thank You,2,2,4,fallback_support
Provide delivery boy number and exact date..,1,1,4,fallback_support
Good service and good dealing,2,2,4,fallback_support
To deliver taken very long time,0,0,4,fallback_support
While the delivery staff was perfect in performing his duty,2,2,4,fallback_support
Good and thank you blue dart ??,2,2,4,fallback_support
Worst product refund my money please,0,0,7,refund
Item on time ......pls improve your parcel tracking system,1,1,5,tracking
He was humble to handle the conversation.,2,2,4,fallback_support
Better and fast service the delivery boy delevers a fantastic service.,2,2,4,fallback_support
1day late delivery in website it show will be delivered one day before but i got after one day,0,0,0,delay
make perfect deliveries ?,1,2,4,fallback_support
Very fast delivery and good service..,2,2,4,fallback_support
From address is hiding by blue dart dont hide from adress some fake products through bluedart,0,0,4,fallback_support
Delayed and no clearity on when the delivery will happen,0,0,0,delay
Quality is not ok.. n name font is also not proper.. some letters are in large font n some in small..,0,0,4,fallback_support
Amazing and smooth delivery. Very polite and friendly delivery executive.,2,2,4,fallback_support
Tomorrow delivery today received,2,2,4,fallback_support
Blue dart courier is best,2,2,4,fallback_support
Great service from the team,2,2,4,fallback_support
Waiting from more then 7days for the parcel to be delivered. It has been delayed for more then 7 days. The delivery person didn't call to ask where  to deliver the parcel,0,0,0,delay
6gyfyf,1,1,4,fallback_support
Excellent work????? and,2,2,4,fallback_support
Very bad quality as per price,0,0,4,fallback_support
That's great ?,2,2,4,fallback_support
Don't know about your logistics service but the delivery guy is definitely a great guy,2,2,4,fallback_support
Staffs very courteous,2,2,4,fallback_support
Behaviour of delivery boy is not good. He talk with me rudely .,0,0,3,behaviour
Very poor and delayed delivery service,0,0,0,delay
Fast professional delivery,2,2,4,fallback_support
Very bad way of talking,0,0,4,fallback_support
My as-it-is mass gainer missing,0,0,4,fallback_support
Already better no change i want,2,2,4,fallback_support
The order is give different,0,0,4,fallback_support
It was late delivered,0,0,0,delay
Very fun delivery people,2,2,4,fallback_support
GoodSafe Cost effective,2,2,4,fallback_support
Very good delivery service and the delivery agents are very cooperating and well behaved,2,2,4,fallback_support
Extremely Fine.. Good and professional behavior of delivery boy..,2,2,4,fallback_support
When your service is good there is no need to comment or idea .,2,2,4,fallback_support
Not delivered on the date mentioned in the message. Delayed for 2 days.,0,0,0,delay
Your service is the best I using first time online delivery and it made me easier and great Thank you so much ??..,2,2,4,fallback_support
I don't think so you need to be better I had great experience with you,2,2,4,fallback_support
Thank u bhaiya,2,2,4,fallback_support
It's a very worst delivery Service BLUE DART. it's a very very slow process any time all products are delivered delay delay and delay so it's a very boring service. Our delivery date was 25-05-25 and it was delivered on 28-05-25 behalf of many many requests and complent by customer care service. So it's a very very very WORST DELIVERY SERVICE,0,0,0,delay
