text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority,primary_aspect_name
Fast and Prompt,logistics,2,2,7,fallback_support,2,1,0,service_quality
Speed and trustworthy,logistics,2,2,7,fallback_support,2,1,0,service_quality
I have not get my delivery,logistics,0,0,7,fallback_support,1,0,1,service_quality
I don?t like to take delivery at 10 pm,logistics,1,1,7,fallback_support,1,0,0,service_quality
Thanks for quick delivery...,logistics,2,2,7,fallback_support,2,1,0,service_quality
TyhsGsd,logistics,1,1,7,fallback_support,1,0,0,service_quality
Executive location awareness is very impressive. Politeness and handling of item is good.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good delivery but late delivery,logistics,1,0,0,delay,0,1,1,delivery_failures
It's absolutely a smooth interaction...I am happy,logistics,2,2,7,fallback_support,2,1,0,service_quality
Very very beautiful,logistics,2,2,7,fallback_support,2,1,0,service_quality
Delivery agent was so rude and ill mannered...he threw my package and misbehaved with me.,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
You are doing excellent work...,logistics,2,2,7,fallback_support,2,1,0,service_quality
Service very good thanks blue dart,logistics,2,2,7,fallback_support,2,1,0,service_quality
We inform you ahead of time that we are coming and will deliver your order within that time,logistics,1,1,7,fallback_support,1,0,0,service_quality
Very nice delivery minimum call polite and professional person,logistics,2,2,7,support,2,1,0,service_quality
Ok courier man,logistics,1,1,7,fallback_support,1,0,0,service_quality
Jvicig,logistics,1,1,7,fallback_support,1,0,0,service_quality
Excellent service and courier guy was also polite and responsive.,logistics,2,2,7,fallback_support,2,1,0,service_quality
I have always found the service to be very good. The delivery staff are excellent and very courteous,logistics,2,2,7,fallback_support,2,4,3,service_quality
Fast and on time delivery..,logistics,2,2,7,fallback_support,2,1,0,service_quality
You are giving very good service,logistics,2,2,7,fallback_support,2,1,0,service_quality
Very & Best Service,logistics,2,2,7,fallback_support,2,1,0,service_quality
Happy to have received my product ?,logistics,2,2,7,fallback_support,2,1,0,service_quality
Fast delivery with product,logistics,2,2,7,fallback_support,2,1,0,service_quality
In time delivering,logistics,2,2,7,fallback_support,2,1,0,service_quality
Super ??? nice safe delivery for delivery boy 10?,logistics,2,2,7,fallback_support,2,1,0,service_quality
Delivery person was good and serve in good manner.,logistics,2,2,7,fallback_support,2,1,0,service_quality
U r product was very cheap I don't like it and it is very low quality,logistics,0,0,7,fallback_support,1,0,1,service_quality
I received wrong parcel and got scam,logistics,0,0,7,fallback_support,0,4,3,service_quality
Friendly service and in time,logistics,2,2,7,fallback_support,2,1,0,service_quality
I like the product than you,logistics,2,2,7,fallback_support,2,1,0,service_quality
Delievery was smooth and delivery guy was very kind and helpful. On time delivery.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good service blue dart express,logistics,2,2,7,fallback_support,2,1,0,service_quality
Early delivery and delivery boy behaviour is very good ?,logistics,2,2,7,behaviour,2,1,0,service_quality
Delay from date and delivery time,logistics,0,0,0,delay,0,3,2,delivery_failures
Delivery happened on time,logistics,2,2,7,fallback_support,2,1,0,service_quality
Very slow service not on time delivery,logistics,0,0,7,delay,0,3,2,service_quality
Delivery boy not responsibility so late Mera residency close hai bol ke cal return Chala Gaya call bhi nhi Kiya kal aur Aaj sham ko lekar aaya to mujhe bolate ho ki niche lene ke liye Ajaaiye,logistics,0,0,0,delay,0,3,2,delivery_failures
worst scam products delivering people i received used torn clothes delivered by these people worst dont trust,logistics,0,0,5,damage_lost,0,4,3,damaged_package
All over its a great experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
Always pretend the person who is going to receive parcel us un available. And most time they are not contect the person and thins are returned back.,logistics,0,0,7,refund,0,4,3,service_quality
Your service is very good and efficient.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Very good quality ??????,logistics,2,2,7,fallback_support,2,1,0,service_quality
Timely delivery good thanks blue dart,logistics,2,2,7,fallback_support,2,1,0,service_quality
Excellent so happy and will continue to deal with you,logistics,2,2,7,fallback_support,2,1,0,service_quality
Softly nature by delivery boy,logistics,2,2,7,fallback_support,2,1,0,service_quality
Fast speedy delivery. Polite as well.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Bluedart staff called me around 11:30 and informed me that the courier has to pick up before 6pm today . Informed her will come tomorrow and collect but she said it has to collect by today itself,logistics,1,1,7,support,1,0,0,service_quality
Hardworker excellent keep up the good work,logistics,2,2,7,fallback_support,2,1,0,service_quality
Wrong product received at the time of delivery,logistics,0,0,7,fallback_support,0,3,2,service_quality
Very polite nice person with speed delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
Satisfactorily delivered,logistics,2,2,7,fallback_support,2,1,0,service_quality
He was very gentle I appreciate the effort,logistics,2,2,7,fallback_support,2,1,0,service_quality
Ontime delivery with tracking facilities.,logistics,2,2,4,tracking,1,0,0,tracking_updates
Good service and delivery Boy ??,logistics,2,2,7,fallback_support,2,1,0,service_quality
You yery fine service,logistics,2,2,7,fallback_support,2,1,0,service_quality
As usual service is satisfactory.,logistics,1,1,7,fallback_support,1,0,0,service_quality
The delivery  executive  was polite and waited for me to collect the parcel.,logistics,2,2,7,fallback_support,2,1,0,service_quality
The personel is very good and cooperative,logistics,2,2,7,fallback_support,2,1,0,service_quality
nice service.. on time and good behaviour,logistics,2,2,7,behaviour,2,1,0,service_quality
Your services is best ?.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Live tracking helpful,logistics,2,2,4,tracking,1,0,0,tracking_updates
great work - speed,logistics,2,2,7,fallback_support,2,1,0,service_quality
Thank you so much nice packing and very fast delivery ? thank you ?,logistics,2,2,7,fallback_support,2,1,0,service_quality
Plz provide buisness number to agents,logistics,1,1,7,fallback_support,1,0,0,service_quality
I have not recieve my parcel,logistics,0,0,7,fallback_support,1,0,1,service_quality
This service is such that this man called me to his house and gave me a parcel,logistics,1,1,7,support,1,0,0,service_quality
If provide perior information for delivery it will be good,logistics,1,2,7,fallback_support,2,1,0,service_quality
Mujhe service pasand hai,logistics,2,2,7,fallback_support,2,1,0,service_quality
Delivery uncle talk calmy,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good Service as well good person when call for address confirm,logistics,2,2,7,support,2,1,0,service_quality
Nice immediately coordinate and delivered to right place,logistics,2,2,7,fallback_support,2,1,0,service_quality
It took a lot of time for me to reach my delivery. My package delevery postponed 2 to 3 times. The one who should have the first preference for delivery to deliver at right time,logistics,0,0,7,delay,0,3,2,service_quality
I happy to receive the medical,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good service & courier person,logistics,2,2,7,fallback_support,2,1,0,service_quality
Great representative.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Delivery was 3 days late Poor service Poor staff,logistics,0,0,0,delay,0,3,2,delivery_failures
I am extremely disappointed with Blue Dart?s delivery service. My package was supposed to be delivered to my address,logistics,0,0,7,fallback_support,1,0,1,service_quality
I dont know what i received.. Actually i didnot received any thing from blue dart,logistics,0,0,7,damage_lost,0,4,3,service_quality
I am greatly impressed by the service.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Very poor service Delivery boy don't call me for delivery very poor service by self i have visited the office and pickup the goods very bad,logistics,0,0,7,support,0,3,2,service_quality
Khudos,logistics,1,1,7,fallback_support,1,0,0,service_quality
Service of ur agent is excellent,logistics,2,2,7,fallback_support,2,1,0,service_quality
If your Company is incapable to deliver courier in Village Bhagokawan,logistics,0,0,7,fallback_support,1,0,1,service_quality
Delivery boy behaviour is so good.....nice mind-blowing service,logistics,2,2,7,behaviour,2,1,0,service_quality
Very quick & reliable. Great delivery associate.,logistics,2,2,7,fallback_support,2,1,0,service_quality
It was good delivered,logistics,2,2,7,fallback_support,2,1,0,service_quality
Services were on point,logistics,2,2,7,fallback_support,2,1,0,service_quality
I liked the speed of delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
He was polite and minimal calling were done by him.,logistics,2,2,7,support,2,1,0,service_quality
It was all goood,logistics,2,2,7,fallback_support,2,1,0,service_quality
Try delivering in time,logistics,0,0,7,fallback_support,1,0,1,service_quality
Hhno,logistics,1,1,7,fallback_support,1,0,0,service_quality
Clean packing,logistics,2,2,7,fallback_support,2,1,0,service_quality
Delivery boy is a sweet boy,logistics,2,2,7,fallback_support,2,1,0,service_quality
nice service ?,logistics,2,2,7,fallback_support,2,1,0,service_quality
Fast service by delivery boy,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good cordial service. In spite of technical difficulties,logistics,2,2,7,fallback_support,2,1,0,service_quality
Packing Damage,logistics,0,0,7,damage_lost,0,4,3,service_quality
Thanks good,logistics,2,2,7,fallback_support,2,1,0,service_quality
All products are safe and secure and fast service,logistics,2,2,7,fallback_support,2,1,0,service_quality
Ip?,logistics,1,1,7,fallback_support,1,0,0,service_quality
Good service by delivery boy sarfaz,logistics,2,2,7,fallback_support,2,1,0,service_quality
Be sincere.,logistics,1,1,7,fallback_support,1,0,0,service_quality
Timings best,logistics,2,2,7,fallback_support,2,1,0,service_quality
It?s wasn?t delivered..I had to pick it up from the office even though I had paid the delivery charges but as usual like previous time even after complaining so many time again blue dart has troubled with the delivery. All the time writing that consignee isn?t available even though no attempt was made to deliver. And this isn?t the first time this is happening. Would keep in mind in the future from now onwards will be cautious not to order from companies who are associated with you. Very bad service.,logistics,0,0,7,fallback_support,0,3,2,service_quality
the delivery guy?s behaviour is very good and very helpful,logistics,2,2,7,behaviour,2,1,0,service_quality
Request from our end is approximate Timings of delivery of shipment is required on a day. Today I stayed for whole day to receive the shipment as I missed yesterday due to unavailability at home.,logistics,1,1,7,fallback_support,1,0,0,service_quality
Assured service ?,logistics,1,1,7,fallback_support,1,0,0,service_quality
a1 service,logistics,2,2,7,fallback_support,2,1,0,service_quality
I?m fully satisfied.,logistics,2,2,7,fallback_support,2,1,0,service_quality
The product was safe and fine..,logistics,2,2,7,fallback_support,2,1,0,service_quality
Gpod service,logistics,2,2,7,fallback_support,2,1,0,service_quality
Wonderful service specially the delevery partners are really good I always thankful to them....,logistics,2,2,7,fallback_support,2,1,0,service_quality
